,1.wrd,10.wrd,11.wrd,12.wrd,13.wrd,14.wrd,15.wrd,16.wrd,17.wrd,18.wrd,19.wrd,2.wrd,20.wrd,21.wrd,22.wrd,23.wrd,24.wrd,249.wrd,25.wrd,250.wrd,251.wrd,252.wrd,253.wrd,254.wrd,255.wrd,256.wrd,257.wrd,258.wrd,259.wrd,26.wrd,260.wrd,261.wrd,262.wrd,263.wrd,264.wrd,265.wrd,266.wrd,267.wrd,268.wrd,269.wrd,27.wrd,270.wrd,271.wrd,272.wrd,273.wrd,274.wrd,275.wrd,276.wrd,277.wrd,278.wrd,279.wrd,28.wrd,29.wrd,3.wrd,30.wrd,31.wrd,4.wrd,5.wrd,559.wrd,560.wrd,561.wrd,562.wrd,563.wrd,564.wrd,565.wrd,566.wrd,567.wrd,568.wrd,569.wrd,570.wrd,571.wrd,572.wrd,573.wrd,574.wrd,575.wrd,576.wrd,577.wrd,578.wrd,579.wrd,580.wrd,581.wrd,582.wrd,583.wrd,584.wrd,585.wrd,586.wrd,587.wrd,588.wrd,589.wrd,6.wrd,7.wrd,8.wrd,9.wrd
19.wrd,0.6673486088379705,0.6329787234042553,0.6268412438625204,0.6534369885433715,0.42144026186579375,0.7037643207855974,0.6963993453355155,0.4639934533551555,0.7757774140752864,0.32978723404255317,1.0,0.5973813420621932,0.7618657937806874,0.42839607201309327,0.7438625204582652,0.7274959083469722,0.7540916530278232,0.31301145662847796,0.736088379705401,0.4795417348608838,0.40384615384615385,0.48772504091653024,0.5188216039279869,0.46031096563011453,0.44885433715220946,0.5576923076923077,0.32692307692307687,0.4885433715220949,0.5961538461538461,0.752454991816694,0.49263502454991814,0.266366612111293,0.5830605564648118,0.4247135842880524,0.4279869067103109,0.5736497545008183,0.5245499181669395,0.545417348608838,0.5335515548281506,0.4738134206219312,0.7189034369885434,0.6006546644844517,0.5499181669394435,0.6284779050736498,0.5621931260229133,0.5793780687397709,0.5658756137479541,0.6452536824877251,0.5560556464811783,0.5609656301145662,0.5814238952536825,0.7430441898527005,0.7058101472995091,0.5388707037643208,0.7741407528641571,0.7025368248772503,0.5879705400981996,0.4942716857610474,0.5818330605564648,0.516366612111293,0.43780687397708673,0.5536006546644845,0.5368248772504092,0.5789689034369885,0.5417348608837971,0.6104746317512275,0.6178396072013093,0.617430441898527,0.6157937806873977,0.6366612111292962,0.5977905073649754,0.5683306055646481,0.6354337152209493,0.6149754500818331,0.601063829787234,0.5159574468085106,0.6644844517184942,0.5826513911620295,0.2810965630114566,0.5695581014729951,0.5961538461538461,0.572013093289689,0.6550736497545009,0.644026186579378,0.6370703764320785,0.5789689034369885,0.5806055646481179,0.5216857610474632,0.5511456628477904,0.6207037643207856,0.48895253682487727,0.6898527004909983,0.5
2.wrd,0.7090834697217676,0.41734860883797054,0.6968085106382979,0.6841243862520459,0.33633387888707034,0.5716039279869067,0.6579378068739771,0.3171031096563012,0.6354337152209493,0.39198036006546644,0.5973813420621932,1.0,0.664075286415712,0.31669394435351883,0.6542553191489362,0.6481178396072014,0.6276595744680851,0.323240589198036,0.6198854337152209,0.49672667757774136,0.3858428805237316,0.4783142389525368,0.529050736497545,0.531505728314239,0.5306873977086743,0.5589198036006546,0.2528641571194763,0.486088379705401,0.48199672667757776,0.6444353518821604,0.42716857610474634,0.382569558101473,0.5949263502454991,0.4607201309328969,0.545417348608838,0.5609656301145662,0.5192307692307692,0.5748772504091653,0.5564648117839608,0.3240589198036007,0.6538461538461539,0.5237315875613748,0.513911620294599,0.6657119476268412,0.5233224222585925,0.5765139116202946,0.47585924713584293,0.542962356792144,0.5441898527004909,0.529050736497545,0.5265957446808511,0.6387070376432078,0.6051554828150573,0.513911620294599,0.6419803600654664,0.636252045826514,0.6653027823240589,0.4206219312602292,0.6648936170212766,0.3379705400981997,0.31669394435351883,0.3625204582651391,0.4189852700490998,0.4766775777414075,0.36292962356792147,0.48567921440261863,0.4099836333878887,0.4034369885433715,0.5049099836333879,0.5941080196399345,0.4365793780687398,0.4590834697217676,0.5,0.5785597381342062,0.5286415711947627,0.36170212765957444,0.6284779050736498,0.4181669394435352,0.12929623567921444,0.4071194762684124,0.574468085106383,0.4774959083469722,0.44967266775777415,0.48486088379705405,0.5838788870703764,0.5495090016366613,0.49672667757774136,0.4963175122749591,0.4238952536824877,0.7062193126022913,0.5135024549918167,0.5400981996726677,0.5830605564648118
20.wrd,0.6788052373158756,0.6575286415711947,0.6902618657937807,0.6878068739770867,0.47585924713584293,0.7438625204582652,0.7671849427168576,0.3829787234042553,0.8154664484451719,0.42553191489361697,0.7618657937806874,0.664075286415712,1.0,0.48690671031096566,0.8203764320785597,0.8130114566284778,0.8089198036006546,0.4054828150572831,0.7692307692307692,0.5441898527004909,0.4766775777414075,0.5773322422258593,0.5642389525368249,0.5270049099836334,0.5085924713584289,0.6460720130932898,0.4042553191489362,0.5560556464811783,0.6366612111292962,0.8334697217675942,0.5392798690671031,0.3612929623567921,0.6558919803600655,0.5376432078559739,0.48567921440261863,0.664075286415712,0.5781505728314239,0.6280687397708674,0.6378887070376432,0.4787234042553191,0.782733224222586,0.6342062193126023,0.5957446808510638,0.7119476268412439,0.6141571194762684,0.6734860883797054,0.6796235679214402,0.6415711947626841,0.6571194762684125,0.677986906710311,0.6452536824877251,0.7884615384615384,0.7774140752864157,0.5286415711947627,0.7945990180032734,0.7782324058919804,0.6301145662847791,0.5875613747954174,0.6513911620294599,0.5994271685761048,0.5188216039279869,0.599836333878887,0.5855155482815058,0.6272504091653028,0.5711947626841244,0.6722585924713584,0.6374795417348609,0.6022913256955811,0.6145662847790507,0.6910801963993454,0.6550736497545009,0.6149754500818331,0.6587561374795418,0.6382978723404256,0.6542553191489362,0.5626022913256956,0.6882160392798691,0.5851063829787234,0.396481178396072,0.6387070376432078,0.6845335515548281,0.6378887070376432,0.6198854337152209,0.6468903436988543,0.6984451718494271,0.6518003273322422,0.6305237315875614,0.6522094926350246,0.5990180032733224,0.6497545008183305,0.5572831423895254,0.7680032733224222,0.4930441898527005
21.wrd,0.37070376432078556,0.473404255319149,0.39893617021276595,0.43207855973813425,0.2978723404255319,0.38420621931260224,0.43985270049099834,0.17430441898527005,0.36456628477905073,0.3719312602291326,0.42839607201309327,0.31669394435351883,0.48690671031096566,1.0,0.527823240589198,0.47299509001636664,0.4930441898527005,0.2753682487725041,0.4386252045826514,0.3465630114566285,0.262684124386252,0.22422258592471356,0.36783960720130937,0.21031096563011453,0.35392798690671035,0.3486088379705401,0.1963993453355155,0.28968903436988547,0.38911620294599014,0.45540098199672663,0.2479541734860884,0.2119476268412439,0.35392798690671035,0.262684124386252,0.2013093289689034,0.3379705400981997,0.20090016366612107,0.2815057283142389,0.33756137479541737,0.3780687397708674,0.3972995090016367,0.3142389525368249,0.20581014729950897,0.38911620294599014,0.2491816693944353,0.4083469721767594,0.3572013093289689,0.35801963993453356,0.32651391162029464,0.4063011456628478,0.3220130932896891,0.410392798690671,0.4451718494271686,0.26022913256955815,0.45090016366612107,0.39689034369885434,0.3907528641571195,0.4386252045826514,0.3162847790507365,0.4140752864157119,0.33551554828150576,0.37356792144026185,0.42348608837970536,0.2970540098199672,0.3936170212765957,0.37561374795417346,0.37765957446808507,0.4026186579378068,0.3702945990180033,0.34410801963993454,0.41080196399345337,0.25654664484451717,0.26882160392798693,0.30114566284779054,0.38707037643207853,0.33756137479541737,0.31219312602291327,0.46644844517184947,0.1963993453355155,0.4549918166939444,0.38420621931260224,0.41530278232405893,0.28764320785597386,0.41162029459901806,0.4042553191489362,0.38379705400982,0.34328968903436985,0.4120294599018003,0.4308510638297872,0.3040098199672667,0.3592471358428805,0.4844517184942717,0.2696399345335515
22.wrd,0.6509819967266776,0.6043371522094927,0.6710310965630115,0.6558919803600655,0.49263502454991814,0.7148117839607202,0.7688216039279869,0.38379705400982,0.7864157119476268,0.4738134206219312,0.7438625204582652,0.6542553191489362,0.8203764320785597,0.527823240589198,1.0,0.7831423895253682,0.8056464811783961,0.38216039279869063,0.779050736497545,0.4922258592471358,0.4071194762684124,0.4824058919803601,0.5658756137479541,0.5135024549918167,0.503682487725041,0.6133387888707038,0.40671031096563015,0.5761047463175123,0.5941080196399345,0.8236497545008183,0.48117839607201307,0.3653846153846154,0.6374795417348609,0.5417348608837971,0.5098199672667758,0.6153846153846154,0.5159574468085106,0.6272504091653028,0.6149754500818331,0.4950900163666121,0.8003273322422259,0.6391162029459903,0.515139116202946,0.722176759410802,0.5900163666121113,0.6448445171849427,0.5928805237315875,0.6669394435351882,0.5867430441898527,0.603518821603928,0.6178396072013093,0.7986906710310966,0.7549099836333879,0.5069558101472995,0.7626841243862521,0.7622749590834698,0.59328968903437,0.5748772504091653,0.6648936170212766,0.5928805237315875,0.5098199672667758,0.5662847790507365,0.5425531914893618,0.5818330605564648,0.5540098199672667,0.6231587561374796,0.5789689034369885,0.5355973813420623,0.5695581014729951,0.6706219312602291,0.601063829787234,0.5879705400981996,0.6133387888707038,0.6088379705400981,0.6370703764320785,0.5261865793780687,0.6563011456628478,0.5961538461538461,0.2900981996726678,0.6190671031096563,0.6816693944353519,0.607201309328969,0.6452536824877251,0.6526186579378068,0.7205400981996727,0.6280687397708674,0.6198854337152209,0.5699672667757774,0.5986088379705401,0.642798690671031,0.5188216039279869,0.7234042553191489,0.4754500818330606
23.wrd,0.6783960720130933,0.6391162029459903,0.7054009819967266,0.6910801963993454,0.45090016366612107,0.7770049099836334,0.8072831423895254,0.43617021276595747,0.7880523731587561,0.4484451718494271,0.7274959083469722,0.6481178396072014,0.8130114566284778,0.47299509001636664,0.7831423895253682,1.0,0.7990998363338788,0.4357610474631751,0.7414075286415711,0.5368248772504092,0.4971358428805237,0.5184124386252046,0.6387070376432078,0.5838788870703764,0.5830605564648118,0.6342062193126023,0.43412438625204586,0.5986088379705401,0.5806055646481179,0.7864157119476268,0.5331423895253682,0.4353518821603928,0.7066284779050737,0.5990180032733224,0.5143207855973814,0.6939443535188217,0.5936988543371522,0.6276595744680851,0.642798690671031,0.4807692307692307,0.7749590834697218,0.6350245499181669,0.6202945990180033,0.719721767594108,0.6387070376432078,0.6587561374795418,0.6636661211129296,0.6276595744680851,0.6374795417348609,0.6902618657937807,0.6117021276595744,0.7647299509001637,0.7655482815057283,0.570785597381342,0.779050736497545,0.796644844517185,0.6820785597381342,0.559328968903437,0.6636661211129296,0.6219312602291326,0.4635842880523732,0.6076104746317512,0.5973813420621932,0.6288870703764321,0.5556464811783961,0.676759410801964,0.6006546644844517,0.5797872340425532,0.607201309328969,0.6730769230769231,0.632569558101473,0.59328968903437,0.6624386252045826,0.6657119476268412,0.631342062193126,0.6096563011456628,0.679214402618658,0.6591653027823241,0.4054828150572831,0.6935351882160392,0.7049918166939444,0.7111292962356792,0.6763502454991817,0.6943535188216039,0.746317512274959,0.6771685761047463,0.6890343698854338,0.6914893617021276,0.6554828150572831,0.6403436988543372,0.48977086743044185,0.7131751227495908,0.5396890343698855
24.wrd,0.6955810147299508,0.6505728314238952,0.6669394435351882,0.7082651391162029,0.4807692307692307,0.7757774140752864,0.760229132569558,0.4218494271685761,0.7798690671031097,0.3993453355155483,0.7540916530278232,0.6276595744680851,0.8089198036006546,0.4930441898527005,0.8056464811783961,0.7990998363338788,1.0,0.42348608837970536,0.7667757774140753,0.5020458265139116,0.41939443535188214,0.5147299509001637,0.5380523731587561,0.4950900163666121,0.4717675941080196,0.6080196399345336,0.4112111292962357,0.5212765957446808,0.5904255319148937,0.7937806873977087,0.45949263502454996,0.29459901800327337,0.6207037643207856,0.48690671031096566,0.4423076923076923,0.6157937806873977,0.4787234042553191,0.5761047463175123,0.6288870703764321,0.43903436988543376,0.8211947626841244,0.6256137479541735,0.5384615384615384,0.6669394435351882,0.5855155482815058,0.632569558101473,0.6333878887070377,0.6595744680851063,0.6382978723404256,0.664075286415712,0.6252045826513912,0.809328968903437,0.7855973813420623,0.5261865793780687,0.7614566284779051,0.75,0.6100654664484452,0.5793780687397709,0.5867430441898527,0.545417348608838,0.5143207855973814,0.5445990180032734,0.5883797054009821,0.5613747954173486,0.545417348608838,0.6444353518821604,0.5728314238952537,0.5920621931260229,0.5814238952536825,0.6350245499181669,0.6321603927986907,0.5495090016366613,0.6141571194762684,0.6096563011456628,0.6198854337152209,0.5981996726677578,0.6284779050736498,0.6653027823240589,0.3322422258592471,0.6321603927986907,0.6706219312602291,0.6534369885433715,0.6534369885433715,0.6878068739770867,0.7037643207855974,0.6084288052373159,0.6043371522094927,0.5761047463175123,0.603518821603928,0.6092471358428806,0.48199672667757776,0.7152209492635024,0.5073649754500819
249.wrd,0.37274959083469716,0.29132569558101473,0.4247135842880524,0.43698854337152204,0.37929623567921444,0.3175122749590835,0.44108019639934537,0.27209492635024546,0.37234042553191493,0.3649754500818331,0.31301145662847796,0.323240589198036,0.4054828150572831,0.2753682487725041,0.38216039279869063,0.4357610474631751,0.42348608837970536,1.0,0.39811783960720126,0.37438625204582654,0.5106382978723405,0.473404255319149,0.2618657937806874,0.28968903436988547,0.4459901800327333,0.4676759410801964,0.4296235679214403,0.34328968903436985,0.36088379705400986,0.3261047463175123,0.20540098199672663,0.25531914893617025,0.531505728314239,0.4549918166939444,0.29828150572831424,0.44762684124386254,0.22626841243862517,0.37274959083469716,0.3612929623567921,0.21317512274959083,0.32364975450081834,0.23813420621931258,0.17839607201309327,0.4140752864157119,0.3408346972176759,0.42635024549918166,0.4578559738134206,0.2999181669394435,0.3944353518821604,0.2900981996726678,0.36620294599018,0.310556464811784,0.3408346972176759,0.3711129296235679,0.3224222585924713,0.36456628477905073,0.4590834697217676,0.3927986906710311,0.19312602291325698,0.39770867430441903,0.24549918166939444,0.2557283142389526,0.4206219312602292,0.3621112929623568,0.3076923076923077,0.4120294599018003,0.30237315875613746,0.32692307692307687,0.30441898527004907,0.2900981996726678,0.32692307692307687,0.2684124386252046,0.2585924713584288,0.4005728314238952,0.33551554828150576,0.4582651391162029,0.3895253682487725,0.3486088379705401,0.1923076923076923,0.35106382978723405,0.410392798690671,0.25,0.2794599018003273,0.27905073649754497,0.3310147299509002,0.3387888707037643,0.3191489361702128,0.32692307692307687,0.23649754500818332,0.21522094926350244,0.33142389525368243,0.3702945990180033,0.35310965630114566
25.wrd,0.6243862520458265,0.6096563011456628,0.6370703764320785,0.6460720130932898,0.4373977086743044,0.6698036006546645,0.7176759410801964,0.4075286415711947,0.7851882160392799,0.35883797054009825,0.736088379705401,0.6198854337152209,0.7692307692307692,0.4386252045826514,0.779050736497545,0.7414075286415711,0.7667757774140753,0.39811783960720126,1.0,0.57569558101473,0.46522094926350244,0.5728314238952537,0.5716039279869067,0.542962356792144,0.5130932896890343,0.6526186579378068,0.37725040916530284,0.5527823240589198,0.5773322422258593,0.760229132569558,0.5515548281505729,0.3739770867430442,0.6153846153846154,0.5265957446808511,0.51759410801964,0.6550736497545009,0.6170212765957447,0.6211129296235679,0.5822422258592471,0.4099836333878887,0.7446808510638299,0.6170212765957447,0.5286415711947627,0.6984451718494271,0.5965630114566285,0.5957446808510638,0.5986088379705401,0.632569558101473,0.5941080196399345,0.587152209492635,0.650163666121113,0.760229132569558,0.7176759410801964,0.4484451718494271,0.7725040916530278,0.7741407528641571,0.5806055646481179,0.5114566284779051,0.6178396072013093,0.5511456628477904,0.46440261865793786,0.5613747954173486,0.530278232405892,0.6080196399345336,0.4864975450081833,0.6513911620294599,0.5646481178396072,0.5650572831423895,0.5916530278232406,0.6456628477905073,0.5536006546644845,0.6452536824877251,0.6317512274959083,0.6149754500818331,0.6959901800327333,0.5212765957446808,0.6710310965630115,0.6149754500818331,0.2831423895253683,0.5920621931260229,0.6575286415711947,0.5961538461538461,0.6272504091653028,0.6992635024549918,0.6914893617021276,0.601063829787234,0.601063829787234,0.5617839607201309,0.5609656301145662,0.662847790507365,0.4357610474631751,0.6824877250409165,0.4296235679214403
250.wrd,0.5572831423895254,0.4492635024549918,0.51759410801964,0.5511456628477904,0.34042553191489366,0.44558101472995093,0.5147299509001637,0.3547463175122749,0.502454991816694,0.2041734860883797,0.4795417348608838,0.49672667757774136,0.5441898527004909,0.3465630114566285,0.4922258592471358,0.5368248772504092,0.5020458265139116,0.37438625204582654,0.57569558101473,1.0,0.5511456628477904,0.4660392798690671,0.5196399345335516,0.5675122749590835,0.5994271685761048,0.6583469721767594,0.3760229132569558,0.5094108019639935,0.516366612111293,0.5028641571194763,0.5400981996726677,0.3330605564648118,0.48690671031096566,0.3866612111292962,0.46522094926350244,0.46153846153846156,0.5699672667757774,0.5806055646481179,0.4562193126022913,0.3473813420621932,0.4815875613747954,0.4521276595744681,0.4909983633387889,0.5229132569558101,0.4783142389525368,0.5114566284779051,0.4922258592471358,0.49263502454991814,0.5556464811783961,0.4864975450081833,0.49549918166939444,0.5237315875613748,0.5028641571194763,0.4783142389525368,0.5675122749590835,0.5666939443535188,0.5057283142389526,0.35883797054009825,0.4914075286415712,0.4210310965630114,0.37274959083469716,0.5020458265139116,0.5188216039279869,0.574468085106383,0.4324877250409165,0.5417348608837971,0.47422258592471356,0.5053191489361701,0.4885433715220949,0.527823240589198,0.4472176759410802,0.5413256955810147,0.5159574468085106,0.5065466448445172,0.5634206219312603,0.3604746317512275,0.5560556464811783,0.4717675941080196,0.27414075286415707,0.4660392798690671,0.4914075286415712,0.469721767594108,0.3903436988543372,0.4783142389525368,0.4676759410801964,0.5413256955810147,0.44967266775777415,0.510229132569558,0.42430441898527005,0.5245499181669395,0.4218494271685761,0.4639934533551555,0.4304418985270049
251.wrd,0.4275777414075287,0.40384615384615385,0.4198036006546645,0.4529459901800328,0.3473813420621932,0.39770867430441903,0.473404255319149,0.2704582651391162,0.4656301145662848,0.2692307692307693,0.40384615384615385,0.3858428805237316,0.4766775777414075,0.262684124386252,0.4071194762684124,0.4971358428805237,0.41939443535188214,0.5106382978723405,0.46522094926350244,0.5511456628477904,1.0,0.5781505728314239,0.38911620294599014,0.48486088379705405,0.5544189852700492,0.5711947626841244,0.38707037643207853,0.4296235679214403,0.41243862520458263,0.4161211129296236,0.47790507364975454,0.41366612111292966,0.5597381342062193,0.5053191489361701,0.3126022913256956,0.516366612111293,0.3895253682487725,0.457037643207856,0.32569558101472995,0.21440261865793786,0.4083469721767594,0.3449263502454992,0.309328968903437,0.4304418985270049,0.38911620294599014,0.4639934533551555,0.45867430441898527,0.36170212765957444,0.36006546644844517,0.3711129296235679,0.4063011456628478,0.4660392798690671,0.44967266775777415,0.3633387888707038,0.46440261865793786,0.5282324058919803,0.4120294599018003,0.37234042553191493,0.37274959083469716,0.4852700490998363,0.36088379705400986,0.41243862520458263,0.5020458265139116,0.5883797054009821,0.37274959083469716,0.5114566284779051,0.4365793780687398,0.4950900163666121,0.41571194762684127,0.4639934533551555,0.4226677577741408,0.4656301145662848,0.47094926350245503,0.48486088379705405,0.5098199672667758,0.4365793780687398,0.47094926350245503,0.42512274959083474,0.33060556464811786,0.4275777414075287,0.48117839607201307,0.36865793780687395,0.3972995090016367,0.42512274959083474,0.41366612111292966,0.43330605564648117,0.3915711947626841,0.47217675941080195,0.33756137479541737,0.34819967266775775,0.39198036006546644,0.43985270049099834,0.27414075286415707
252.wrd,0.4676759410801964,0.3747954173486089,0.5032733224222585,0.5098199672667758,0.266366612111293,0.45867430441898527,0.5368248772504092,0.2266775777414075,0.5540098199672667,0.26104746317512273,0.48772504091653024,0.4783142389525368,0.5773322422258593,0.22422258592471356,0.4824058919803601,0.5184124386252046,0.5147299509001637,0.473404255319149,0.5728314238952537,0.4660392798690671,0.5781505728314239,1.0,0.36783960720130937,0.45949263502454996,0.47135842880523726,0.6452536824877251,0.3895253682487725,0.46808510638297873,0.47626841243862517,0.5171849427168576,0.47995090016366615,0.32078559738134205,0.636252045826514,0.5519639934533551,0.38829787234042556,0.6456628477905073,0.46808510638297873,0.5298690671031097,0.396481178396072,0.20376432078559736,0.5090016366612111,0.3690671031096563,0.3576104746317512,0.510229132569558,0.42512274959083474,0.46235679214402614,0.5306873977086743,0.45458265139116205,0.45867430441898527,0.3846153846153846,0.46522094926350244,0.5265957446808511,0.5106382978723405,0.31587561374795414,0.5049099836333879,0.5515548281505729,0.4590834697217676,0.37765957446808507,0.39689034369885434,0.39689034369885434,0.3449263502454992,0.400163666121113,0.4324877250409165,0.5572831423895254,0.41653027823240585,0.5233224222585925,0.4435351882160393,0.45458265139116205,0.4656301145662848,0.5061374795417348,0.46931260229132565,0.5143207855973814,0.48281505728314233,0.5560556464811783,0.5184124386252046,0.4382160392798691,0.57569558101473,0.40793780687397707,0.2049918166939444,0.42225859247135844,0.529050736497545,0.40875613747954176,0.4071194762684124,0.4357610474631751,0.47913256955810146,0.4705400981996727,0.4619476268412439,0.4738134206219312,0.3183306055646481,0.42512274959083474,0.33919803600654663,0.47995090016366615,0.3175122749590835
253.wrd,0.6022913256955811,0.4660392798690671,0.5826513911620295,0.5691489361702128,0.28355155482815053,0.5773322422258593,0.632569558101473,0.4112111292962357,0.573240589198036,0.3171031096563012,0.5188216039279869,0.529050736497545,0.5642389525368249,0.36783960720130937,0.5658756137479541,0.6387070376432078,0.5380523731587561,0.2618657937806874,0.5716039279869067,0.5196399345335516,0.38911620294599014,0.36783960720130937,1.0,0.5990180032733224,0.6477086743044189,0.5711947626841244,0.4795417348608838,0.6493453355155483,0.443126022913257,0.5879705400981996,0.5499181669394435,0.5364157119476268,0.6452536824877251,0.530278232405892,0.46153846153846156,0.607201309328969,0.5094108019639935,0.5098199672667758,0.5384615384615384,0.4459901800327333,0.5368248772504092,0.45867430441898527,0.6047463175122749,0.546644844517185,0.5654664484451719,0.5691489361702128,0.5981996726677578,0.5,0.5396890343698855,0.530278232405892,0.47135842880523726,0.5396890343698855,0.5241407528641571,0.5032733224222585,0.6129296235679215,0.5474631751227497,0.5941080196399345,0.40589198036006546,0.6117021276595744,0.49468085106382975,0.353518821603928,0.5171849427168576,0.4901800327332242,0.4987725040916531,0.4148936170212766,0.5564648117839608,0.5413256955810147,0.4963175122749591,0.4922258592471358,0.510229132569558,0.4472176759410802,0.4435351882160393,0.5135024549918167,0.44476268412438624,0.5286415711947627,0.5376432078559739,0.5548281505728314,0.5090016366612111,0.18207855973813425,0.5617839607201309,0.5319148936170213,0.545417348608838,0.531505728314239,0.5773322422258593,0.5883797054009821,0.559328968903437,0.5527823240589198,0.5241407528641571,0.5589198036006546,0.5617839607201309,0.367430441898527,0.5400981996726677,0.43985270049099834
254.wrd,0.5597381342062193,0.3457446808510638,0.5364157119476268,0.5282324058919803,0.22995090016366615,0.5253682487725041,0.6215220949263502,0.28682487725040917,0.559328968903437,0.18821603927986907,0.46031096563011453,0.531505728314239,0.5270049099836334,0.21031096563011453,0.5135024549918167,0.5838788870703764,0.4950900163666121,0.28968903436988547,0.542962356792144,0.5675122749590835,0.48486088379705405,0.45949263502454996,0.5990180032733224,1.0,0.6382978723404256,0.6485270049099836,0.2888707037643208,0.6022913256955811,0.32487725040916526,0.5090016366612111,0.5630114566284778,0.47504091653027825,0.6292962356792144,0.5556464811783961,0.5879705400981996,0.6264320785597381,0.6714402618657938,0.6260229132569558,0.4684942716857611,0.2450900163666121,0.4950900163666121,0.48199672667757776,0.529050736497545,0.6055646481178396,0.527823240589198,0.5842880523731588,0.5433715220949263,0.4950900163666121,0.5081833060556464,0.4815875613747954,0.5445990180032734,0.5368248772504092,0.503682487725041,0.4063011456628478,0.5601472995090017,0.5765139116202946,0.5617839607201309,0.2970540098199672,0.5711947626841244,0.3739770867430442,0.2246317512274959,0.39893617021276595,0.40302782324058917,0.5879705400981996,0.29050736497545004,0.5040916530278232,0.3956628477905073,0.42348608837970536,0.42348608837970536,0.5519639934533551,0.3612929623567921,0.5360065466448445,0.5343698854337152,0.5012274959083469,0.5274140752864157,0.41448445171849424,0.5699672667757774,0.4316693944353519,0.08060556464811786,0.48486088379705405,0.5106382978723405,0.49959083469721766,0.43207855973813425,0.4963175122749591,0.5511456628477904,0.5143207855973814,0.4959083469721768,0.4766775777414075,0.453355155482815,0.5900163666121113,0.30605564648117844,0.4328968903436988,0.35597381342062195
255.wrd,0.5621931260229133,0.41080196399345337,0.5204582651391162,0.570785597381342,0.35229132569558097,0.5200490998363339,0.599836333878887,0.3473813420621932,0.5409165302782324,0.33756137479541737,0.44885433715220946,0.5306873977086743,0.5085924713584289,0.35392798690671035,0.503682487725041,0.5830605564648118,0.4717675941080196,0.4459901800327333,0.5130932896890343,0.5994271685761048,0.5544189852700492,0.47135842880523726,0.6477086743044189,0.6382978723404256,1.0,0.6125204582651391,0.44271685761047463,0.6264320785597381,0.41857610474631757,0.5503273322422259,0.5274140752864157,0.6080196399345336,0.6243862520458265,0.5417348608837971,0.5053191489361701,0.5613747954173486,0.5090016366612111,0.5691489361702128,0.48281505728314233,0.37274959083469716,0.48690671031096566,0.4324877250409165,0.45581014729950897,0.5769230769230769,0.48117839607201307,0.5576923076923077,0.5049099836333879,0.47708674304418985,0.4803600654664485,0.45090016366612107,0.46235679214402614,0.48690671031096566,0.5061374795417348,0.4807692307692307,0.5560556464811783,0.5576923076923077,0.5450081833060556,0.43617021276595747,0.573240589198036,0.3993453355155483,0.29459901800327337,0.4316693944353519,0.4472176759410802,0.516366612111293,0.33633387888707034,0.4950900163666121,0.3972995090016367,0.45949263502454996,0.4402618657937807,0.48281505728314233,0.41162029459901806,0.4635842880523732,0.5396890343698855,0.48486088379705405,0.5306873977086743,0.42839607201309327,0.5294599018003273,0.4328968903436988,0.16243862520458263,0.46726677577741405,0.48281505728314233,0.4353518821603928,0.39811783960720126,0.4590834697217676,0.502454991816694,0.5090016366612111,0.46726677577741405,0.4881342062193126,0.42348608837970536,0.5057283142389526,0.37929623567921444,0.45171849427168576,0.453355155482815
256.wrd,0.5887888707037643,0.45049099836333883,0.5810147299509001,0.6211129296235679,0.41366612111292966,0.5597381342062193,0.6612111292962357,0.35392798690671035,0.6546644844517184,0.3400163666121113,0.5576923076923077,0.5589198036006546,0.6460720130932898,0.3486088379705401,0.6133387888707038,0.6342062193126023,0.6080196399345336,0.4676759410801964,0.6526186579378068,0.6583469721767594,0.5711947626841244,0.6452536824877251,0.5711947626841244,0.6485270049099836,0.6125204582651391,1.0,0.4480360065466449,0.6112929623567922,0.5630114566284778,0.6166121112929623,0.6141571194762684,0.42921440261865795,0.6522094926350246,0.6031096563011457,0.531505728314239,0.6648936170212766,0.6031096563011457,0.6599836333878887,0.5413256955810147,0.34819967266775775,0.601063829787234,0.5016366612111294,0.4738134206219312,0.6256137479541735,0.5368248772504092,0.6063829787234043,0.6170212765957447,0.5961538461538461,0.6018821603927986,0.5417348608837971,0.585924713584288,0.6252045826513912,0.5801963993453355,0.46644844517184947,0.6288870703764321,0.6145662847790507,0.527823240589198,0.44189852700490995,0.5675122749590835,0.4783142389525368,0.4247135842880524,0.5065466448445172,0.5531914893617021,0.6689852700490999,0.49672667757774136,0.6337970540098199,0.5433715220949263,0.5233224222585925,0.560556464811784,0.617430441898527,0.5065466448445172,0.585924713584288,0.5630114566284778,0.5601472995090017,0.6047463175122749,0.4787234042553191,0.6190671031096563,0.5094108019639935,0.27986906710310966,0.542962356792144,0.6043371522094927,0.5261865793780687,0.5106382978723405,0.5388707037643208,0.5891980360065466,0.5928805237315875,0.5736497545008183,0.5008183306055647,0.46522094926350244,0.5634206219312603,0.41734860883797054,0.5691489361702128,0.4414893617021277
